accuracy,loss,val_accuracy,val_loss
0.49140894412994385,0.9525855183601379,0.38907620310783386,1.0642703771591187
0.5163230299949646,0.8956295251846313,0.4578557014465332,0.97443026304245
0.5415807366371155,0.8581687211990356,0.496965616941452,0.9164931774139404
0.5585910677909851,0.8316417336463928,0.5387727618217468,0.8789505362510681
0.583848774433136,0.8071452379226685,0.5670937299728394,0.852372407913208
0.6001718044281006,0.7949472069740295,0.5799055695533752,0.832475483417511
0.6242268085479736,0.7765176296234131,0.6028320789337158,0.8142216801643372
0.6479381322860718,0.7588606476783752,0.6190155148506165,0.8000516891479492
0.6512027382850647,0.7521963715553284,0.6271072030067444,0.7878923416137695
0.6743986010551453,0.7327176928520203,0.6378961801528931,0.7781396508216858
0.6807560324668884,0.7288583517074585,0.645313560962677,0.7684211134910583
0.6934707760810852,0.7162651419639587,0.6540795564651489,0.759854257106781
0.6981099843978882,0.7064251899719238,0.6662171483039856,0.751612663269043
0.7084192633628845,0.6979219913482666,0.6716116070747375,0.7446496486663818
0.7202749252319336,0.6906212568283081,0.6763317584991455,0.7386610507965088
0.7326460480690002,0.6798283457756042,0.6830748319625854,0.7315011024475098
0.7386597990989685,0.6736293435096741,0.6850977540016174,0.7250200510025024
0.7390034198760986,0.6675328612327576,0.6931895017623901,0.7199577689170837
0.7546391487121582,0.6539750099182129,0.6999325752258301,0.7148690819740295
0.7579037547111511,0.6520981192588806,0.70667564868927,0.7093870639801025
