accuracy,loss,val_accuracy,val_loss
0.8615120053291321,0.4594196677207947,0.8833445906639099,0.40137866139411926
0.960824728012085,0.25554123520851135,0.933243453502655,0.30627769231796265
0.980240523815155,0.20113682746887207,0.939312219619751,0.28974249958992004
0.9912371039390564,0.17139282822608948,0.940660834312439,0.29462745785713196
0.9945017099380493,0.1570436656475067,0.9480782151222229,0.28403395414352417
0.9962199330329895,0.15173323452472687,0.9487525224685669,0.2955627739429474
0.9982817769050598,0.14449287950992584,0.9467296004295349,0.3032519221305847
0.9987972378730774,0.14007800817489624,0.9460552930831909,0.3028789758682251
0.9981099367141724,0.139469712972641,0.9487525224685669,0.3085004985332489
0.9984536170959473,0.1382402926683426,0.938637912273407,0.3368570804595947
