accuracy,loss,val_accuracy,val_loss
0.5254295468330383,1.3791418075561523,0.6122724413871765,1.0931687355041504
0.7240549921989441,0.7902593016624451,0.704652726650238,0.8079273700714111
0.8305841684341431,0.5109525918960571,0.7457855939865112,0.686858057975769
0.8955326676368713,0.3591163456439972,0.768712043762207,0.6293101906776428
0.9323024153709412,0.24539946019649506,0.7761294841766357,0.6462211012840271
0.9510309100151062,0.18188340961933136,0.7977073788642883,0.580466628074646
0.9656357169151306,0.13679467141628265,0.7929871678352356,0.6412767171859741
0.9764604568481445,0.09764780849218369,0.7943357825279236,0.6688435077667236
0.9807559847831726,0.07981262356042862,0.7923128604888916,0.6744902729988098
0.9833333492279053,0.06187015399336815,0.7909642457962036,0.6972997188568115
0.9814432859420776,0.06076668202877045,0.7902899384498596,0.7289975881576538
