accuracy,loss,val_accuracy,val_loss
0.6283504962921143,0.6357675194740295,0.5637221932411194,0.7075233459472656
0.7652921080589294,0.49867650866508484,0.6891435980796814,0.5977588295936584
0.8221649527549744,0.4245193898677826,0.7356709241867065,0.5419339537620544
0.8412371277809143,0.3869525194168091,0.7626432776451111,0.5030800104141235
0.8606529235839844,0.3495333194732666,0.7828725576400757,0.4644724428653717
0.864776611328125,0.3334299921989441,0.8010789155960083,0.43522968888282776
0.8735395073890686,0.31575384736061096,0.8098449110984802,0.41485512256622314
0.8790377974510193,0.30467209219932556,0.8233310580253601,0.3924616873264313
0.8843642473220825,0.28663384914398193,0.8374915719032288,0.37688127160072327
0.8948453664779663,0.26987364888191223,0.8442346453666687,0.3629155457019806
0.9020618796348572,0.25661391019821167,0.8570465445518494,0.34768369793891907
0.8967353701591492,0.258899062871933,0.8624410033226013,0.3355310261249542
0.9061855673789978,0.24277640879154205,0.8685097694396973,0.32428085803985596
0.9067010283470154,0.24124236404895782,0.8739042282104492,0.31392645835876465
0.9106529355049133,0.22958339750766754,0.879298746585846,0.305843323469162
0.911512017250061,0.22220157086849213,0.8853675127029419,0.2989209294319153
0.914776623249054,0.221099391579628,0.8887390494346619,0.2906787097454071
0.9130584001541138,0.21691487729549408,0.8887390494346619,0.2848052978515625
0.9209622144699097,0.20722708106040955,0.8934592008590698,0.2771156132221222
0.9168384671211243,0.20896007120609283,0.8961564302444458,0.2693609595298767
