Epoch,Train Accuracy,Train Loss,Validation Accuracy,Validation Loss
0,0.911512017250061,0.23896466195583344,0.940660834312439,0.15916605293750763
1,0.9620274901390076,0.11159636825323105,0.933917760848999,0.17111283540725708
2,0.9817869663238525,0.05705433711409569,0.9649359583854675,0.10268926620483398
3,0.9860824942588806,0.04334201291203499,0.9467296004295349,0.20400027930736542
4,0.9893471002578735,0.033764783293008804,0.9595414996147156,0.14371807873249054
5,0.9895188808441162,0.03647106885910034,0.9649359583854675,0.12655076384544373
6,0.9938144087791443,0.022434813901782036,0.8361429572105408,0.6358742117881775
7,0.9926117062568665,0.02247786335647106,0.9211058616638184,0.252852201461792
