,Config_0
0,0.3225085910652921
1,0.33230240549828177
2,0.3316151202749141
3,0.3338487972508591
4,0.33694158075601377
5,0.33694158075601377
6,0.3333333333333333
7,0.33694158075601377
8,0.33694158075601377
9,0.33694158075601377
