,Config_13
0,0.3259450171821306
1,0.46494845360824744
2,0.4780068728522337
3,0.48694158075601374
4,0.49673539518900345
5,0.5288659793814433
6,0.552405498281787
7,0.5709621993127147
8,0.5936426116838488
9,0.6060137457044673
