,Config_18
0,0.4345360824742268
1,0.5876288659793815
2,0.6621993127147766
3,0.7163230240549828
4,0.7527491408934708
5,0.784020618556701
6,0.8087628865979382
7,0.8278350515463917
8,0.8427835051546392
9,0.8649484536082475
