,Config_20
0,0.23470790378006873
1,0.34123711340206186
2,0.33694158075601377
3,0.33694158075601377
4,0.33694158075601377
5,0.33694158075601377
6,0.33694158075601377
7,0.33694158075601377
8,0.3384879725085911
9,0.34415807560137457
