,Config_22
0,0.05567010309278351
1,0.10326460481099656
2,0.3319587628865979
3,0.3472508591065292
4,0.34243986254295533
5,0.3384879725085911
6,0.3372852233676976
7,0.33694158075601377
8,0.33694158075601377
9,0.3371134020618557
