,Config_5
0,0.4321305841924399
1,0.49742268041237114
2,0.5723367697594501
3,0.6065292096219931
4,0.6451890034364262
5,0.6683848797250859
6,0.704639175257732
7,0.7300687285223367
8,0.7486254295532646
9,0.7632302405498281
