,Config_3
0,0.4077319587628866
1,0.468213058419244
2,0.47371134020618555
3,0.4793814432989691
4,0.477319587628866
5,0.5264604810996564
6,0.5652920962199313
7,0.59553264604811
8,0.629553264604811
9,0.6609965635738831
