,Config_11
0,0.5441580756013745
1,0.7139175257731959
2,0.7874570446735395
3,0.8494845360824742
4,0.8776632302405498
5,0.9161512027491409
6,0.9230240549828179
7,0.9532646048109966
8,0.9544673539518901
9,0.9561855670103093
