,Config_15
0,0.25549828178694156
1,0.33694158075601377
2,0.38092783505154637
3,0.45756013745704466
4,0.46580756013745706
5,0.47096219931271477
6,0.47439862542955324
7,0.47680412371134023
8,0.48917525773195875
9,0.5087628865979381
