,Config_2
0,0.42353951890034364
1,0.47577319587628863
2,0.4836769759450172
3,0.5283505154639175
4,0.5692439862542955
5,0.6104810996563574
6,0.6537800687285223
7,0.6835051546391753
8,0.7152920962199313
9,0.7374570446735396
