,Config_16
0,0.46941580756013745
1,0.6161512027491409
2,0.6805841924398626
3,0.7359106529209622
4,0.7656357388316152
5,0.8032646048109966
6,0.8350515463917526
7,0.8470790378006873
8,0.8692439862542956
9,0.8869415807560137
