,Config_14
0,0.3097938144329897
1,0.41649484536082476
2,0.4697594501718213
3,0.47852233676975947
4,0.481786941580756
5,0.4910652920962199
6,0.4957044673539519
7,0.49742268041237114
8,0.49690721649484537
9,0.5065292096219931
