,Config_8
0,0.5324742268041237
1,0.6707903780068728
2,0.7537800687285223
3,0.8164948453608247
4,0.8396907216494846
5,0.8774914089347079
6,0.9012027491408935
7,0.9149484536082474
8,0.947594501718213
9,0.9424398625429553
