,Config_6
0,0.3527491408934708
1,0.45309278350515464
2,0.47079037800687284
3,0.5060137457044673
4,0.36030927835051546
5,0.48556701030927835
6,0.5615120274914089
7,0.5872852233676976
8,0.6123711340206186
9,0.6408934707903781
