,Fold,Epoch,Train_Recall,Train_Spec,Train_F1,Train_AUC,Test_Recall,Test_Spec,Test_F1,Test_AUC
0,Fold2,Epoch1,0.04421052631578947,0.9891932178125582,0.07581227436823104,0.8101783805517146,0.15217391304347827,0.9939531368102796,0.25149700598802394,0.9340650914149878
1,Fold2,Epoch2,0.3263157894736842,0.9733556921930315,0.40103492884864167,0.9186443470330382,0.5217391304347826,0.9667422524565382,0.5669291338582677,0.9609309102062725
2,Fold2,Epoch3,0.5726315789473684,0.975777901993665,0.6202964652223489,0.9633149951457739,0.6231884057971014,0.9735449735449735,0.6640926640926641,0.9703846111713607
3,Fold2,Epoch4,0.7094736842105264,0.9785727594559344,0.727076591154261,0.9776662449864181,0.572463768115942,0.9712773998488284,0.6196078431372549,0.9716827149539364
4,Fold2,Epoch5,0.7978947368421052,0.9875163033351966,0.8230184581976113,0.9896533396095044,0.6159420289855072,0.9546485260770975,0.6007067137809188,0.9594684894891934
5,Fold2,Epoch6,0.8168421052631579,0.9873299795043786,0.8335123523093448,0.990229962833299,0.7246376811594203,0.9909297052154195,0.8,0.9868546452397384
6,Fold2,Epoch7,0.8757894736842106,0.9921743991056456,0.8917470525187567,0.9950355486256165,0.7101449275362319,0.9916855631141346,0.7935222672064778,0.9903436414823578
7,Fold2,Epoch8,0.8968421052631579,0.9938513135830073,0.9122055674518201,0.9973161523148284,0.855072463768116,0.9758125472411187,0.8194444444444444,0.9883773154994687
8,Fold2,Epoch9,0.92,0.9944102850754611,0.9278131634819533,0.9980818451943162,0.7536231884057971,0.9871504157218443,0.803088803088803,0.9852607709750567
9,Fold2,Epoch10,0.9431578947368421,0.9957145518911868,0.9471458773784355,0.9988757808439489,0.9492753623188406,0.9614512471655329,0.81875,0.9925181022489511
10,Fold2,Epoch11,0.9389473684210526,0.9959008757220048,0.9459172852598091,0.9984952879683838,0.8695652173913043,0.9863945578231292,0.8695652173913043,0.9934108909264189
11,Fold2,Epoch12,0.9642105263157895,0.9970188187069127,0.9652265542676501,0.9994390672040638,0.7971014492753623,0.9765684051398337,0.7885304659498208,0.9834204213086201
12,Fold2,Epoch13,0.9726315789473684,0.9983230855226384,0.9767441860465116,0.9998411344179342,0.855072463768116,0.981103552532124,0.8398576512455516,0.991154271692574
13,Fold2,Epoch14,0.9642105263157895,0.9975777901993665,0.9682875264270613,0.9993919959204888,0.855072463768116,0.981103552532124,0.8398576512455516,0.9895220568098415
14,Fold2,Epoch15,0.9705263157894737,0.9983230855226384,0.9756613756613757,0.9986215959126435,0.7608695652173914,0.9758125472411187,0.7636363636363637,0.9767710626923878
15,Fold2,Epoch16,0.96,0.9970188187069127,0.9630411826821542,0.9981438223843566,0.5869565217391305,0.9969765684051398,0.726457399103139,0.982812448650958
16,Fold2,Epoch17,0.9831578947368421,0.9990683808459102,0.986272439281943,0.9983391682111932,0.8623188405797102,0.9682539682539683,0.7959866220735786,0.9856934722359153
17,Fold2,Epoch18,0.9936842105263158,0.999813676169182,0.9957805907172996,0.9999937238288567,0.8695652173913043,0.9886621315192744,0.8791208791208791,0.9909297052154196
18,Fold2,Epoch19,1.0,1.0,1.0,1.0,0.8623188405797102,0.9901738473167044,0.8814814814814815,0.9918882206666886
19,Fold2,Epoch20,0.9368421052631579,0.9945966089062791,0.9378292939936775,0.997687623194375,0.6521739130434783,0.9977324263038548,0.7792207792207793,0.9882349074895658
20,Fold2,Epoch21,0.9768421052631578,0.9981367616918204,0.9778714436248683,0.9991307502966471,0.6739130434782609,0.9901738473167044,0.7622950819672131,0.9786716619014755
21,Fold2,Epoch22,0.9957894736842106,0.9992547046767282,0.9936974789915967,0.9999246859462799,0.8188405797101449,0.9886621315192744,0.849624060150376,0.9884156561175195
22,Fold2,Epoch23,1.0,1.0,1.0,1.0,0.7898550724637681,0.9931972789115646,0.8515625,0.9901300294675036
23,Fold2,Epoch24,0.9452631578947368,0.9962735233836407,0.951271186440678,0.9990970158767516,0.8188405797101449,0.9909297052154195,0.8593155893536122,0.9917786760436864
24,Fold2,Epoch25,0.9852631578947368,0.999813676169182,0.9915254237288136,0.9999686191442833,0.7898550724637681,0.9939531368102796,0.8549019607843137,0.9916034046468829
25,Fold2,Epoch26,1.0,1.0,1.0,1.0,0.782608695652174,0.9939531368102796,0.8503937007874016,0.9892262863277357
26,Fold2,Epoch27,1.0,1.0,1.0,1.0,0.8405797101449275,0.9931972789115646,0.8821292775665399,0.9888921752275789
27,Fold2,Epoch28,1.0,1.0,1.0,1.0,0.8260869565217391,0.9947089947089947,0.8803088803088803,0.9886183136700735
28,Fold2,Epoch29,0.9810526315789474,0.9990683808459102,0.985200845665962,0.9996473576338835,0.4057971014492754,0.9962207105064248,0.5628140703517588,0.9324821716126064
29,Fold2,Epoch30,0.9536842105263158,0.9960871995528228,0.9546891464699684,0.9991193747364499,0.7536231884057971,0.9894179894179894,0.8125,0.987287346500597
