,Fold,Epoch,Train_Recall,Train_Spec,Train_F1,Train_AUC,Test_Recall,Test_Spec,Test_F1,Test_AUC
0,Fold2,Epoch1,0.6584905660377358,0.8352153910497699,0.5483110761979576,0.8480905202686174,0.792,0.8587943848059455,0.6397415185783522,0.9200924855491329
1,Fold2,Epoch2,0.7518867924528302,0.9104976997072355,0.6975929978118162,0.9371313810436938,0.768,0.9405450041288191,0.7470817120622568,0.9536515276630885
2,Fold2,Epoch3,0.8047169811320755,0.9399832705980761,0.7754545454545455,0.9653685597721013,0.928,0.9182493806771264,0.7986230636833046,0.9737241948802642
3,Fold2,Epoch4,0.8641509433962264,0.9619406106231703,0.8489341983317887,0.9823581749169449,0.944,0.9207266721717589,0.8109965635738832,0.9841387283236993
4,Fold2,Epoch5,0.910377358490566,0.971560016729402,0.8931050439611291,0.9909734223463775,0.94,0.8959537572254336,0.7692307692307693,0.9712138728323699
5,Fold2,Epoch6,0.9264150943396227,0.9780426599749059,0.9147647880763856,0.9935098600885396,0.712,0.9752270850536746,0.777292576419214,0.9742592898431048
6,Fold2,Epoch7,0.9330188679245283,0.9832705980761188,0.9290746829497417,0.995495095602219,0.928,0.953757225433526,0.862453531598513,0.9872865400495459
7,Fold2,Epoch8,0.9547169811320755,0.9868255959849436,0.9480093676814988,0.9974647459419363,0.74,0.9810074318744839,0.8078602620087336,0.96788769611891
8,Fold2,Epoch9,0.960377358490566,0.9897532413216228,0.9572167371885284,0.998055798868398,0.864,0.9644921552436003,0.8487229862475442,0.9828109000825764
9,Fold2,Epoch10,0.9481132075471698,0.9905897114178168,0.95260663507109,0.9970682117689764,0.804,0.9851362510322048,0.8571428571428571,0.9850701899256813
10,Fold2,Epoch11,0.9792452830188679,0.993099121706399,0.9741905208822149,0.9990779100873559,0.912,0.9752270850536746,0.8976377952755905,0.9888720066061106
11,Fold2,Epoch12,0.9783018867924528,0.9937264742785445,0.9750822755054067,0.9993797495324448,0.816,0.9777043765483072,0.8482328482328483,0.9839141205615194
12,Fold2,Epoch13,0.9867924528301887,0.9966541196152238,0.9858623939679547,0.9996819835388998,0.896,0.9661436829066887,0.8699029126213592,0.983494632535095
13,Fold2,Epoch14,0.9830188679245283,0.9956085319949812,0.981629769194536,0.9994665530329933,0.848,0.9834847233691164,0.8796680497925311,0.989588769611891
14,Fold2,Epoch15,0.9858490566037735,0.9962358845671268,0.9844559585492227,0.9996403573147732,0.924,0.9479768786127167,0.8492647058823529,0.9851395540875311
15,Fold2,Epoch16,0.9745283018867924,0.9943538268506901,0.9745283018867924,0.999230802616731,0.968,0.9339388934764657,0.8461538461538461,0.9874037985136251
16,Fold2,Epoch17,0.9933962264150943,0.9981179422835633,0.9924599434495759,0.9996514050330247,0.788,0.9834847233691164,0.8436830835117773,0.9853542526837324
17,Fold2,Epoch18,0.9990566037735849,0.9993726474278545,0.998114985862394,0.9999966462283879,0.904,0.976878612716763,0.8968253968253969,0.9897142857142857
18,Fold2,Epoch19,1.0,1.0,1.0,1.0,0.916,0.9760528488852188,0.9015748031496063,0.9893410404624278
19,Fold2,Epoch20,0.9641509433962264,0.9895441237975743,0.9587242026266416,0.9981433914916787,0.916,0.9430222956234517,0.8357664233576643,0.9769512799339389
20,Fold2,Epoch21,0.9886792452830189,0.9968632371392723,0.9872821479039096,0.9995505946039788,0.872,0.9545829892650702,0.8336520076481836,0.979831544178365
21,Fold2,Epoch22,0.9886792452830189,0.9983270598076118,0.9905482041587902,0.9995993229326957,0.912,0.9686209744013212,0.8837209302325582,0.9898761354252683
22,Fold2,Epoch23,1.0,1.0,1.0,1.0,0.936,0.9735755573905863,0.9069767441860465,0.9926176713459951
23,Fold2,Epoch24,0.9783018867924528,0.9941447093266416,0.976,0.9994099334769536,0.908,0.9694467382328654,0.8832684824902723,0.9882378199834847
24,Fold2,Epoch25,0.9886792452830189,0.9970723546633208,0.9877474081055608,0.9997368275687918,0.92,0.9719240297274979,0.8949416342412452,0.9904409578860447
25,Fold2,Epoch26,0.9981132075471698,0.9997908824759515,0.9985842378480415,0.9999976326318032,0.92,0.9669694467382328,0.8846153846153846,0.9877390586292321
26,Fold2,Epoch27,0.9981132075471698,0.9997908824759515,0.9985842378480415,0.9999688296520757,0.924,0.9810074318744839,0.9166666666666666,0.9892650701899258
27,Fold2,Epoch28,1.0,1.0,1.0,1.0,0.948,0.9727497935590421,0.9115384615384615,0.990616019818332
28,Fold2,Epoch29,0.9858490566037735,0.9966541196152238,0.9853842527109854,0.999463001980698,0.94,0.9000825763831544,0.7755775577557755,0.9728059454995871
29,Fold2,Epoch30,0.9820754716981132,0.9945629443747386,0.9788434414668548,0.9993649534812149,0.884,0.9752270850536746,0.8822355289421158,0.9845516102394716
