,Config_19
0,0.4365979381443299
1,0.5872852233676976
2,0.6482817869415808
3,0.7070446735395189
4,0.7405498281786942
5,0.7757731958762887
6,0.7993127147766323
7,0.8115120274914089
8,0.8329896907216495
9,0.8460481099656357
