,Config_7
0,0.4213058419243986
1,0.46219931271477666
2,0.5147766323024054
3,0.5558419243986255
4,0.5960481099656357
5,0.6170103092783505
6,0.6465635738831615
7,0.6560137457044674
8,0.681958762886598
9,0.6945017182130584
