,Config_4
0,0.4
1,0.4599656357388316
2,0.46494845360824744
3,0.4780068728522337
4,0.49759450171821307
5,0.5187285223367698
6,0.5489690721649485
7,0.5728522336769759
8,0.6221649484536083
9,0.6498281786941581
