,Config_1
0,0.3429553264604811
1,0.33487972508591063
2,0.3316151202749141
3,0.33694158075601377
4,0.33694158075601377
5,0.33694158075601377
6,0.33694158075601377
7,0.3362542955326461
8,0.33694158075601377
9,0.33694158075601377
