,Config_12
0,0.33281786941580754
1,0.42353951890034364
2,0.4647766323024055
3,0.48573883161512027
4,0.5218213058419244
5,0.5393470790378007
6,0.563573883161512
7,0.5802405498281787
8,0.5965635738831615
9,0.6173539518900344
