,Config_21
0,0.10292096219931271
1,0.33883161512027493
2,0.3372852233676976
3,0.33694158075601377
4,0.33694158075601377
5,0.33694158075601377
6,0.33694158075601377
7,0.33694158075601377
8,0.33694158075601377
9,0.33762886597938147
