,Config_10
0,0.5252577319587629
1,0.6699312714776632
2,0.756701030927835
3,0.8216494845360824
4,0.8599656357388317
5,0.8920962199312715
6,0.9061855670103093
7,0.9221649484536083
8,0.9493127147766323
9,0.9609965635738832
