accuracy,loss,val_accuracy,val_loss
0.8176975846290588,0.3971337080001831,0.8590694665908813,0.32920220494270325
0.9054982662200928,0.24000799655914307,0.8907619714736938,0.26287612318992615
0.9268041253089905,0.19331389665603638,0.8914362788200378,0.2539674639701843
0.9390034079551697,0.16117070615291595,0.9143627882003784,0.20334170758724213
0.9462199211120605,0.1375584751367569,0.9049224257469177,0.22474656999111176
0.9587628841400146,0.11420781165361404,0.935266375541687,0.173191636800766
0.9601374864578247,0.10533386468887329,0.933917760848999,0.17273260653018951
0.9713058471679688,0.08449085801839828,0.9224544763565063,0.19714727997779846
0.9754295349121094,0.0709696039557457,0.9271746277809143,0.19989430904388428
0.9800687432289124,0.06185360252857208,0.938637912273407,0.16325168311595917
0.983505129814148,0.05450241267681122,0.935940682888031,0.17772318422794342
0.985567033290863,0.04727398231625557,0.939312219619751,0.15421850979328156
0.9879724979400635,0.04600716754794121,0.941335141658783,0.15693064033985138
0.9871134161949158,0.043776173144578934,0.9474039077758789,0.14910899102687836
0.9891752600669861,0.034647200256586075,0.9440323710441589,0.16100992262363434
0.9893471002578735,0.03469082713127136,0.942683756351471,0.1646103411912918
0.9932989478111267,0.02998162806034088,0.9460552930831909,0.1597629338502884
0.9950171709060669,0.021866383031010628,0.942683756351471,0.16766192018985748
0.9934707880020142,0.024270495399832726,0.942683756351471,0.16546949744224548
