,Stages_1-4
0,0.8551546391752577
1,0.9214776632302405
2,0.9458762886597938
3,0.9646048109965636
4,0.9725085910652921
5,0.9852233676975946
6,0.9872852233676976
7,0.9898625429553265
8,0.99106529209622
9,0.9905498281786942
10,0.9936426116838488
11,0.9957044673539519
12,0.9845360824742269
13,0.9981099656357388
14,0.9943298969072165
15,0.990893470790378
16,0.9950171821305842
17,0.9960481099656358
18,0.9972508591065292
19,0.9941580756013746
