,Stages_2-4
0,0.8596219931271478
1,0.9225085910652921
2,0.9391752577319588
3,0.9572164948453609
4,0.9716494845360825
5,0.9781786941580756
6,0.9871134020618557
7,0.9890034364261169
8,0.986426116838488
9,0.9946735395189004
10,0.988831615120275
11,0.990893470790378
12,0.9994845360824742
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
