,Fold,Epoch,Train_Recall,Train_Spec,Train_F1,Train_AUC,Test_Recall,Test_Spec,Test_F1,Test_AUC
0,Fold2,Epoch1,0.15303430079155672,0.9835255354200988,0.22011385199240988,0.8506160657664876,0.36585365853658536,0.9833212472806382,0.4444444444444444,0.9168052141000018
1,Fold2,Epoch2,0.36675461741424803,0.9774848984074684,0.43369734789391573,0.9354675275310954,0.2682926829268293,0.9891225525743292,0.3697478991596639,0.9564857885707211
2,Fold2,Epoch3,0.5171503957783641,0.9778509976203551,0.5632183908045977,0.9583134707606026,0.2804878048780488,0.9949238578680203,0.4107142857142857,0.9533994234068519
3,Fold2,Epoch4,0.6015831134564644,0.9849899322716457,0.6618287373004355,0.9722431111284984,0.7195121951219512,0.9688179840464104,0.6413043478260869,0.9686190063495993
4,Fold2,Epoch5,0.6781002638522428,0.981511989749222,0.6974219810040706,0.9793506520478131,0.524390243902439,0.9804205946337926,0.5657894736842105,0.9650197209006173
5,Fold2,Epoch6,0.7150395778364116,0.985722130697419,0.7445054945054945,0.9854125402020886,0.3170731707317073,0.9949238578680203,0.45217391304347826,0.9689285272113054
6,Fold2,Epoch7,0.741424802110818,0.9868204283360791,0.76775956284153,0.986345658512507,0.6341463414634146,0.9804205946337926,0.6459627329192547,0.9798590353561258
7,Fold2,Epoch8,0.820580474934037,0.9897492220391726,0.8337801608579088,0.9931126981850076,0.5609756097560976,0.9833212472806382,0.609271523178808,0.9767107660199155
8,Fold2,Epoch9,0.841688654353562,0.9923119165293794,0.8621621621621621,0.9954677110636825,0.8170731707317073,0.9528643944887599,0.6261682242990654,0.9665319513963814
9,Fold2,Epoch10,0.8179419525065963,0.9899322716456159,0.8333333333333334,0.9942597768533531,0.7195121951219512,0.9782451051486585,0.6900584795321637,0.9850147685668299
10,Fold2,Epoch11,0.8759894459102903,0.9926780157422661,0.8841544607190412,0.9968678715098018,0.5365853658536586,0.9869470630891951,0.6111111111111112,0.9800359044199579
11,Fold2,Epoch12,0.9102902374670184,0.9932271645615962,0.9067017082785808,0.99832260875151,0.5975609756097561,0.9862218999274837,0.6533333333333333,0.9807433806752861
12,Fold2,Epoch13,0.9076517150395779,0.994142412593813,0.9112582781456954,0.9986998165157112,0.5609756097560976,0.9898477157360406,0.647887323943662,0.9712101381347388
13,Fold2,Epoch14,0.8944591029023746,0.9939593629873695,0.9027962716378163,0.9981468038524456,0.5609756097560976,0.9833212472806382,0.609271523178808,0.9646571393197616
14,Fold2,Epoch15,0.9234828496042217,0.9928610653487095,0.9114583333333334,0.9978971029381152,0.5487804878048781,0.9854967367657723,0.6122448979591837,0.9804869205327297
15,Fold2,Epoch16,0.8944591029023746,0.9926780157422661,0.8944591029023746,0.9976643063410026,0.573170731707317,0.9833212472806382,0.618421052631579,0.9756230212773483
16,Fold2,Epoch17,0.9155672823218998,0.9959729086582464,0.9278074866310161,0.9989905707718559,0.6097560975609756,0.9804205946337926,0.6289308176100629,0.9786916995348344
17,Fold2,Epoch18,0.9472295514511874,0.995240710232473,0.9397905759162304,0.999391444580162,0.573170731707317,0.9862218999274837,0.6351351351351351,0.9818753426838112
18,Fold2,Epoch19,0.9498680738786279,0.9961559582646897,0.9473684210526315,0.9995114652324079,0.5487804878048781,0.9883973894126178,0.6293706293706294,0.9734829056049806
19,Fold2,Epoch20,0.9050131926121372,0.9934102141680395,0.9050131926121372,0.9972532899423658,0.6707317073170732,0.977519941986947,0.6547619047619048,0.9765781142220414
20,Fold2,Epoch21,0.9129287598944591,0.9950576606260296,0.9202127659574468,0.9986375120322515,0.5609756097560976,0.9789702683103698,0.5859872611464968,0.9650374078070005
21,Fold2,Epoch22,0.9472295514511874,0.9956068094453597,0.9422572178477691,0.9993745402629443,0.524390243902439,0.9869470630891951,0.6013986013986014,0.9798944091688923
22,Fold2,Epoch23,0.9551451187335093,0.9961559582646897,0.9501312335958005,0.9994890066395329,0.6951219512195121,0.9760696156635243,0.6627906976744186,0.9805046074391128
23,Fold2,Epoch24,0.8891820580474934,0.9932271645615962,0.8950863213811421,0.9964708615454314,0.6707317073170732,0.9753444525018129,0.6432748538011696,0.9762066891879941
24,Fold2,Epoch25,0.9287598944591029,0.9957898590518031,0.9336870026525199,0.9989490344495496,0.6463414634146342,0.977519941986947,0.6385542168674698,0.9730230460390172
25,Fold2,Epoch26,0.9498680738786279,0.9959729086582464,0.9461235216819974,0.9995459983375812,0.6463414634146342,0.9782451051486585,0.6424242424242425,0.9802658342029394
26,Fold2,Epoch27,0.9577836411609498,0.9961559582646897,0.9515072083879423,0.999687028641226,0.6219512195121951,0.9818709209572154,0.6455696202531646,0.9773740250092857
27,Fold2,Epoch28,0.9498680738786279,0.9957898590518031,0.9448818897637795,0.9996445263579359,0.5853658536585366,0.9840464104423495,0.631578947368421,0.9732441323688075
28,Fold2,Epoch29,0.9261213720316622,0.9945085118066996,0.9236842105263158,0.9982211828482036,0.6951219512195121,0.9557650471356055,0.57,0.9661605263623338
29,Fold2,Epoch30,0.9023746701846965,0.9926780157422661,0.8988173455978975,0.997141238468237,0.6097560975609756,0.9724437998549673,0.5882352941176471,0.9730407329454005
