,Fold,Epoch,Train_Recall,Train_Spec,Train_F1,Train_AUC,Test_Recall,Test_Spec,Test_F1,Test_AUC
0,Fold2,Epoch1,0.012269938650306749,0.9978245105148659,0.023391812865497075,0.750069513339888,0.10843373493975904,0.9927431059506531,0.17647058823529413,0.9035969713396401
1,Fold2,Epoch2,0.25153374233128833,0.9867657722987673,0.340956340956341,0.9146014716808214,0.5180722891566265,0.9825834542815675,0.5733333333333334,0.9442705509993529
2,Fold2,Epoch3,0.5306748466257669,0.985859318346628,0.5996533795493935,0.9605464527064602,0.5180722891566265,0.9876632801161103,0.6013986013986014,0.9606553937083603
3,Fold2,Epoch4,0.6901840490797546,0.9871283538796229,0.7234726688102894,0.9839946925174728,0.7108433734939759,0.9898403483309144,0.7564102564102564,0.9842359277458164
4,Fold2,Epoch5,0.7975460122699386,0.9920232052211748,0.8253968253968254,0.9873958412115118,0.8072289156626506,0.9702467343976778,0.7015706806282722,0.9765068984209698
5,Fold2,Epoch6,0.8588957055214724,0.9943799854967368,0.8791208791208791,0.9958998251600475,0.8313253012048193,0.9629898403483309,0.6798029556650246,0.9776260338888209
6,Fold2,Epoch7,0.8926380368098159,0.9951051486584481,0.9037267080745341,0.9977166258113597,0.4457831325301205,1.0,0.6166666666666667,0.9918512948747094
7,Fold2,Epoch8,0.8865030674846626,0.9967367657722987,0.9131121642969984,0.9951179391129876,0.891566265060241,0.9840348330914369,0.8268156424581006,0.992620700508857
8,Fold2,Epoch9,0.9233128834355828,0.9969180565627266,0.9347826086956522,0.9977911441117198,0.6626506024096386,0.9891146589259797,0.7189542483660131,0.9869638204487033
9,Fold2,Epoch10,0.9539877300613497,0.997643219724438,0.9569230769230769,0.999389394822424,0.8554216867469879,0.9891146589259797,0.8402366863905325,0.9936786332558099
10,Fold2,Epoch11,0.9233128834355828,0.9956490210297317,0.9247311827956989,0.9975748185979882,0.7590361445783133,0.9898403483309144,0.7875,0.9895168482347387
11,Fold2,Epoch12,0.9723926380368099,0.998730964467005,0.9753846153846154,0.9997792256325158,0.7469879518072289,0.9934687953555879,0.8051948051948052,0.9934950250931155
12,Fold2,Epoch13,0.9754601226993865,0.9983683828861494,0.9739663093415007,0.9980374993882827,0.7710843373493976,0.988388969521045,0.7852760736196319,0.9858446849808523
13,Fold2,Epoch14,0.9478527607361963,0.997643219724438,0.9537037037037037,0.9991380345853891,0.7108433734939759,0.9934687953555879,0.7814569536423841,0.9770839526465805
14,Fold2,Epoch15,0.9877300613496932,0.9990935460478607,0.9862174578866769,0.9999555114624717,0.5421686746987951,0.9992743105950653,0.6976744186046512,0.9597985556157868
15,Fold2,Epoch16,0.9386503067484663,0.9967367657722987,0.9415384615384615,0.9993532478856822,0.8192771084337349,0.9833091436865021,0.7816091954022989,0.9902862538688864
16,Fold2,Epoch17,0.9969325153374233,0.9996374184191443,0.9954058192955589,0.9999988877865618,0.6867469879518072,0.9941944847605225,0.7702702702702703,0.9890971724342945
17,Fold2,Epoch18,1.0,1.0,1.0,1.0,0.8072289156626506,0.9941944847605225,0.8481012658227848,0.996424012450382
18,Fold2,Epoch19,1.0,0.9998187092095722,0.998468606431853,1.0,0.8795180722891566,0.9862119013062409,0.8342857142857143,0.994858971444559
19,Fold2,Epoch20,0.9079754601226994,0.9965554749818709,0.9235569422776911,0.9956356744684731,0.8433734939759037,0.9876632801161103,0.8235294117647058,0.9931103222760418
20,Fold2,Epoch21,0.9815950920245399,0.9989122552574329,0.9815950920245399,0.9998798809486736,0.6867469879518072,0.9905660377358491,0.7450980392156863,0.9880567261790266
21,Fold2,Epoch22,0.9785276073619632,0.9989122552574329,0.9800307219662059,0.9999477259684042,0.7831325301204819,0.9920174165457184,0.8176100628930818,0.9950338363614109
22,Fold2,Epoch23,1.0,0.9998187092095722,0.998468606431853,0.9999911022924943,0.5060240963855421,0.9970972423802612,0.6511627906976745,0.9845157116127791
23,Fold2,Epoch24,0.9693251533742331,0.998730964467005,0.9738058551617874,0.9996618871147849,0.7590361445783133,0.9920174165457184,0.802547770700637,0.9924982950670607
24,Fold2,Epoch25,0.9815950920245399,0.9989122552574329,0.9815950920245399,0.9999243694862019,0.6385542168674698,0.9898403483309144,0.7066666666666667,0.9753353034780632
25,Fold2,Epoch26,0.9815950920245399,0.9990935460478607,0.9831029185867896,0.9999499503952807,0.7951807228915663,0.9869375907111756,0.7904191616766467,0.9922622274293109
26,Fold2,Epoch27,1.0,1.0,1.0,1.0,0.8554216867469879,0.988388969521045,0.8352941176470589,0.9922272544459405
27,Fold2,Epoch28,1.0,1.0,1.0,1.0,0.8072289156626506,0.9920174165457184,0.8322981366459627,0.9921922814625702
28,Fold2,Epoch29,0.99079754601227,0.9994561276287165,0.99079754601227,0.9999827606917078,0.6746987951807228,0.978955007256894,0.6666666666666666,0.9503558501057933
29,Fold2,Epoch30,0.9294478527607362,0.9956490210297317,0.9280245022970903,0.9983405775501941,0.5783132530120482,0.9992743105950653,0.7272727272727273,0.9840435763372795
