,Epoch,Class,Train_Recall,Train_Spec,Train_F1,Train_AUC,Test_Recall,Test_Spec,Test_F1,Test_AUC
0,0,0,0.38477366255144035,0.9628796400449944,0.4293915040183697,0.877562372604659,0.6413043478260869,0.9698058950395398,0.6113989637305699,0.9567483512018254
1,0,1,0.915859255481897,0.6330655610261726,0.6943746375410786,0.8658359254490815,0.9445300462249615,0.6966426858513189,0.8092409240924092,0.9063584263559876
2,0,2,0.6234676007005254,0.8294142796066695,0.5369532428355958,0.8095341760702741,0.48214285714285715,0.9460076045627377,0.50625,0.886787072243346
3,0,3,0.10479041916167664,0.990885891359825,0.16706443914081145,0.8223507414627543,0.0,1.0,0.0,0.881686525909925
4,0,4,0.15822784810126583,0.9766180321735878,0.22255192878338279,0.7612296586745718,0.47619047619047616,0.9139221556886228,0.42168674698795183,0.8556814941545481
5,0,5,0.02280130293159609,0.9970977689098495,0.04242424242424243,0.7413002491593752,0.10784313725490197,0.9587255611875453,0.12941176470588237,0.8290028538569664
6,0,6,0.06923076923076923,0.989811320754717,0.1180327868852459,0.7952474600870828,0.08602150537634409,0.9899280575539569,0.1391304347826087,0.9075500889610892
7,0,7,0.2785234899328859,0.9714777947932619,0.36443468715697036,0.8338993622619402,0.4857142857142857,0.9724238026124818,0.5257731958762887,0.9606330776142097
8,1,0,0.7551440329218106,0.9681289838770154,0.7174975562072337,0.9708554949149876,0.5434782608695652,0.9920920201294033,0.6535947712418301,0.9810817991435627
9,1,1,0.8969913309535951,0.8517750712619849,0.8196644920782852,0.9438176338047748,0.9044684129429892,0.8249400479616307,0.849493487698987,0.9439942652965454
10,1,2,0.7092819614711033,0.9074390765284309,0.6792452830188679,0.9154422197580208,0.75,0.9490494296577947,0.6980609418282548,0.9666802462429839
11,1,3,0.23353293413173654,0.9848705796573095,0.3151515151515151,0.9230097952108907,0.5826771653543307,0.9535398230088495,0.5606060606060606,0.9341625438413119
12,1,4,0.4388185654008439,0.9622147399925177,0.47058823529411764,0.8982440438136642,0.5578231292517006,0.9491017964071856,0.5521885521885522,0.901187421076215
13,1,5,0.2703583061889251,0.9842191184473064,0.3480083857442348,0.8964591244502924,0.14705882352941177,0.9855177407675597,0.21897810218978103,0.9038775539180192
14,1,6,0.36153846153846153,0.969622641509434,0.4326812428078251,0.9109201741654571,0.3870967741935484,0.981294964028777,0.4645161290322581,0.9530672236404425
15,1,7,0.6845637583892618,0.9596094946401225,0.671604938271605,0.9517903301232309,0.780952380952381,0.9782293178519593,0.7557603686635944,0.9834473702398231
16,2,0,0.8353909465020576,0.9780652418447694,0.8047571853320119,0.9882314093454369,0.45652173913043476,0.9978432782171099,0.6131386861313869,0.9807067170943644
17,2,1,0.8959714431412544,0.9054159108577352,0.8606416850355131,0.9678508051339024,0.8983050847457628,0.7829736211031175,0.8251946213729653,0.9383630229868494
18,2,2,0.7994746059544658,0.9298845660538692,0.766261015526647,0.9541560563325445,0.5476190476190477,0.9749049429657795,0.6279863481228669,0.9491806988955277
19,2,3,0.4341317365269461,0.98177178271965,0.5008635578583766,0.94956241363427,0.6771653543307087,0.9454277286135693,0.5993031358885017,0.9419262304601306
20,2,4,0.5590717299578059,0.9702581369248036,0.5902004454342984,0.9402033303814832,0.5102040816326531,0.9401197604790419,0.4966887417218543,0.9042476271945905
21,2,5,0.495114006514658,0.9842191184473064,0.5567765567765568,0.9568706716904256,0.5686274509803921,0.9522085445329471,0.5132743362831859,0.9060427936562025
22,2,6,0.5461538461538461,0.9690566037735849,0.5867768595041323,0.9525845428156748,0.24731182795698925,0.9906474820143885,0.35658914728682173,0.9481859673551482
23,2,7,0.7583892617449665,0.9758805513016845,0.7700170357751278,0.9769632542627213,0.5714285714285714,0.9898403483309144,0.6703910614525139,0.9861635220125786
24,3,0,0.8786008230452675,0.9881889763779528,0.875,0.9946534460970157,0.6847826086956522,0.9964054636951833,0.7875,0.9828165536211045
25,3,1,0.9153493115757266,0.9248509976677896,0.8872960949085517,0.9783213714332833,0.9476117103235747,0.8081534772182254,0.8637640449438202,0.962197884219589
26,3,2,0.8555166374781086,0.950406156477127,0.8311356869417269,0.9743875082455492,0.625,0.9673003802281369,0.6645569620253164,0.9579395256201341
27,3,3,0.5,0.982500911410864,0.559463986599665,0.9619035716390769,0.5511811023622047,0.9800884955752213,0.625,0.9533772327131674
28,3,4,0.6983122362869199,0.9771791994014216,0.7141316073354909,0.9720450322888203,0.5306122448979592,0.9715568862275449,0.5931558935361216,0.9263615625891075
29,3,5,0.6156351791530945,0.9862144023217849,0.6608391608391608,0.9753304448886286,0.6666666666666666,0.9319333816075308,0.5151515151515151,0.9305348497110647
30,3,6,0.6865384615384615,0.9762264150943396,0.711864406779661,0.9733762699564585,0.3870967741935484,0.9892086330935251,0.5,0.9631004873520538
31,3,7,0.8473154362416108,0.9871745788667687,0.8647260273972602,0.9899344918137251,0.5714285714285714,0.9956458635703919,0.7017543859649122,0.987614900822448
32,4,0,0.897119341563786,0.990626171728534,0.897119341563786,0.9964367879940933,0.9021739130434783,0.9791516894320632,0.8137254901960784,0.9826290125965054
33,4,1,0.9235084140744518,0.9367711842446229,0.9018924302788844,0.9836788878333516,0.987673343605547,0.7362110311750599,0.8490066225165563,0.9719066041465749
34,4,2,0.8695271453590193,0.9595981188542112,0.8545611015490534,0.9822219967669211,0.6904761904761905,0.9749049429657795,0.7318611987381703,0.9740811153358683
35,4,3,0.5359281437125748,0.9815895005468466,0.5830618892508144,0.9710782590851836,0.2677165354330709,0.9970501474926253,0.4121212121212121,0.9553573502427242
36,4,4,0.7468354430379747,0.9820426487093153,0.7662337662337663,0.9782967982686689,0.6326530612244898,0.9648203592814372,0.6480836236933798,0.9526457289502628
37,4,5,0.745928338762215,0.9902049700707419,0.7762711864406779,0.9855526558191448,0.5196078431372549,0.9855177407675597,0.6057142857142858,0.9751884823444222
38,4,6,0.7307692307692307,0.9784905660377359,0.7495069033530573,0.978660740203193,0.24731182795698925,0.9971223021582734,0.38333333333333336,0.9717103736365746
39,4,7,0.8674496644295302,0.9860260336906586,0.8718381112984823,0.9922370422520735,0.7142857142857143,0.9941944847605225,0.7978723404255319,0.9918169880434031
40,5,0,0.9382716049382716,0.9930633670791151,0.9315628192032687,0.9983628589636172,0.9130434782608695,0.9884974838245866,0.875,0.9875519644922327
41,5,1,0.9403365629780724,0.9538740606374708,0.9259352247049962,0.990486817375199,0.9476117103235747,0.8752997601918465,0.8991228070175439,0.9770113031300692
42,5,2,0.9141856392294221,0.9739204788371099,0.9046793760831889,0.9908230125137676,0.8392857142857143,0.9703422053231939,0.8103448275862069,0.9822198080753214
43,5,3,0.6526946107784432,0.9852351440029166,0.688783570300158,0.9821936513411383,0.7086614173228346,0.9749262536873157,0.7171314741035857,0.9729867837316796
44,5,4,0.8502109704641351,0.98989898989899,0.8657357679914071,0.9908780728049363,0.673469387755102,0.9812874251497006,0.7306273062730627,0.9725243390769482
45,5,5,0.7817589576547231,0.9903863595138763,0.8,0.9907798623449106,0.6372549019607843,0.9905865314989138,0.7222222222222222,0.9677840723545031
46,5,6,0.8076923076923077,0.9841509433962264,0.8203125,0.9898218432510886,0.6236559139784946,0.9899280575539569,0.703030303030303,0.9798870580954591
47,5,7,0.912751677852349,0.9919601837672282,0.9204737732656514,0.9968736189193911,0.780952380952381,0.9970972423802612,0.8586387434554974,0.9941115488285299
48,6,0,0.934156378600823,0.9945631796025497,0.9370485036119711,0.9988543098779319,0.9456521739130435,0.99568655643422,0.9405405405405406,0.9970306004438472
49,6,1,0.9474757776644569,0.9600932884166883,0.9353133652152026,0.9935571844806323,0.9414483821263482,0.8848920863309353,0.9011799410029498,0.9794334024305978
50,6,2,0.9308231173380035,0.9824711415134673,0.929602098819414,0.9947483057782862,0.7857142857142857,0.9878326996197718,0.8354430379746836,0.9878326996197718
51,6,3,0.6676646706586826,0.985781990521327,0.7023622047244095,0.9855205738723065,0.6456692913385826,0.9808259587020649,0.6978723404255319,0.9726209555663949
52,6,4,0.8649789029535865,0.9900860456416012,0.8751334044823906,0.9946211608190042,0.8639455782312925,0.9723053892215568,0.8167202572347267,0.9831459529919753
53,6,5,0.8631921824104235,0.9943769272628333,0.87893864013267,0.9965618724117292,0.5882352941176471,0.9869659666908037,0.6666666666666666,0.979142707046613
54,6,6,0.8788461538461538,0.9873584905660377,0.8754789272030651,0.9931509433962264,0.6236559139784946,0.9892086330935251,0.6987951807228916,0.9804285603775044
55,6,7,0.9362416107382551,0.9927258805513017,0.9362416107382551,0.9979643514188515,0.9523809523809523,0.9912917271407837,0.9216589861751152,0.9974428087635635
56,7,0,0.977366255144033,0.9981252343457068,0.9783728115345005,0.9997415446525975,0.8695652173913043,0.9964054636951833,0.903954802259887,0.9877160628887569
57,7,1,0.960224375318715,0.970717802539518,0.9517311094263331,0.9961671617003187,0.9799691833590138,0.8609112709832134,0.9079229122055674,0.9821160021135635
58,7,2,0.9623467600700525,0.9869602394185549,0.9548218940052129,0.9975416844805473,0.8511904761904762,0.9809885931558935,0.8511904761904762,0.9840213652000724
59,7,3,0.7335329341317365,0.98906306963179,0.7668231611893583,0.9894500099327411,0.6299212598425197,0.9867256637168141,0.7111111111111111,0.9741945973567463
60,7,4,0.9240506329113924,0.9940142162364385,0.9279661016949152,0.997789269472345,0.7278911564625851,0.9812874251497006,0.7670250896057348,0.9760988227626379
61,7,5,0.8990228013029316,0.9961908216941774,0.9139072847682119,0.9982180112036045,0.6568627450980392,0.9927588703837799,0.7486033519553073,0.9738467436214168
62,7,6,0.9134615384615384,0.9926415094339622,0.9187620889748549,0.9974967343976777,0.5591397849462365,0.99568345323741,0.6887417218543046,0.9810628916221861
63,7,7,0.9546979865771812,0.9954058192955589,0.9571068124474348,0.9988553090023331,0.9428571428571428,0.9898403483309144,0.908256880733945,0.9973045822102427
64,8,0,0.9814814814814815,0.9977502812148481,0.9784615384615385,0.9995884002154052,0.9456521739130435,0.9813084112149533,0.848780487804878,0.9968743162566811
65,8,1,0.9643039265680775,0.9743456854107282,0.9572260187294356,0.9968359427599528,0.9244992295839753,0.9100719424460432,0.9063444108761329,0.9786999368148008
66,8,2,0.9544658493870403,0.9895254382214622,0.9557211749232792,0.9979274751061159,0.7738095238095238,0.9825095057034221,0.8099688473520249,0.9832337497736738
67,8,3,0.7754491017964071,0.988698505286183,0.7908396946564885,0.9927392753683301,0.7086614173228346,0.9653392330383481,0.6818181818181818,0.9634520242491813
68,8,4,0.930379746835443,0.9942012719790497,0.9323467230443975,0.998121155294151,0.8163265306122449,0.9663173652694611,0.7692307692307693,0.9731099026436922
69,8,5,0.9185667752442996,0.9970977689098495,0.9322314049586777,0.9971940766597872,0.7450980392156863,0.9876900796524257,0.7794871794871795,0.9862347545824992
70,8,6,0.9134615384615384,0.9924528301886792,0.9178743961352657,0.9966121190130625,0.4946236559139785,0.9928057553956835,0.6174496644295302,0.9849694437997989
71,8,7,0.9664429530201343,0.9961715160796325,0.9664429530201343,0.9994009964336003,0.8285714285714286,0.9970972423802612,0.8877551020408163,0.9961780358006773
72,9,0,0.98559670781893,0.9979377577802775,0.9815573770491803,0.9998572709275537,0.8586956521739131,0.9971243709561467,0.9028571428571428,0.9963585784390335
73,9,1,0.9632840387557369,0.9769370303187355,0.9591266818989591,0.997214139043824,0.9645608628659477,0.8717026378896883,0.9059334298118669,0.9834314366688469
74,9,2,0.9649737302977233,0.9888841385207353,0.9599303135888502,0.9980789086898543,0.8928571428571429,0.9642585551330799,0.821917808219178,0.9866195908021003
75,9,3,0.7694610778443114,0.988333940940576,0.7847328244274809,0.9924751299442675,0.7401574803149606,0.9705014749262537,0.7203065134099617,0.9772315518082364
76,9,4,0.919831223628692,0.9925177702955481,0.9178947368421052,0.9978551730778641,0.7074829931972789,0.9872754491017964,0.7761194029850746,0.9755285347672003
77,9,5,0.9185667752442996,0.9967349900235807,0.929159802306425,0.998298366136068,0.5686274509803921,0.9956553222302679,0.6987951807228916,0.9824012153739121
78,9,6,0.925,0.9947169811320755,0.93488824101069,0.9980863570391872,0.6021505376344086,0.9971223021582734,0.7320261437908496,0.9844666202521852
79,9,7,0.9681208053691275,0.9971286370597243,0.9713804713804713,0.9992394421205176,0.8476190476190476,0.9985486211901307,0.9081632653061225,0.9947612136291382
80,10,0,0.9938271604938271,0.9988751406074241,0.9907692307692307,0.9999772404992586,0.9347826086956522,0.9942487419122933,0.9247311827956989,0.9967961741630982
81,10,1,0.9760326364099949,0.9834153925887535,0.9718202589489718,0.9986849023699903,0.9738058551617874,0.8273381294964028,0.8870175438596491,0.9775784919060129
82,10,2,0.9824868651488616,0.9946558358272766,0.9803407601572739,0.9996321792434535,0.7797619047619048,0.9680608365019011,0.7683284457478006,0.9772632627195366
83,10,3,0.8293413173652695,0.99270871308786,0.8509984639016898,0.9961933588164539,0.6141732283464567,0.9793510324483776,0.6695278969957081,0.9664309107379278
