,Epoch,Class,Train_Recall,Train_Spec,Train_F1,Train_AUC,Test_Recall,Test_Spec,Test_F1,Test_AUC
84,10,4,0.9704641350210971,0.9970071081182192,0.968421052631579,0.999014997608528,0.7346938775510204,0.9782934131736527,0.7605633802816901,0.9745101633467759
85,10,5,0.9641693811074918,0.9989116633411935,0.9720853858784894,0.9997654344986178,0.5196078431372549,0.9891383055756698,0.6235294117647059,0.9744501710894351
86,10,6,0.9615384615384616,0.9969811320754717,0.9652509652509652,0.9995486211901307,0.5268817204301075,0.9949640287769784,0.6577181208053692,0.9852479306877079
87,10,7,0.9899328859060402,0.9990428790199081,0.9907640638119227,0.9999508592248477,0.6952380952380952,1.0,0.8202247191011236,0.9893081761006289
88,11,0,0.9732510288065843,0.9964379452568429,0.967280163599182,0.9995289940609275,0.5978260869565217,0.9992810927390366,0.7432432432432432,0.9884740411965117
89,11,1,0.9663437021927588,0.981083182171547,0.9646220412318656,0.9977861906555918,0.9861325115562404,0.8201438848920863,0.8895066018068103,0.9760505924998061
90,11,2,0.9605954465849387,0.9897392047883711,0.9593353738522081,0.9977080929551375,0.9345238095238095,0.9414448669201521,0.7810945273631841,0.9771682056853159
91,11,3,0.8263473053892215,0.991250455705432,0.8389057750759878,0.9946537839377753,0.7401574803149606,0.9734513274336283,0.7315175097276264,0.9775625391958748
92,11,4,0.9367088607594937,0.9949494949494949,0.9396825396825397,0.9983358353025489,0.564625850340136,0.9970059880239521,0.7094017094017094,0.9548963297894008
93,11,5,0.9218241042345277,0.9952838744785053,0.9188311688311688,0.9985447485392832,0.38235294117647056,0.997103548153512,0.5379310344827586,0.9715608183896296
94,11,6,0.9692307692307692,0.9973584905660378,0.9710982658959537,0.9994535558780842,0.45161290322580644,0.9928057553956835,0.5793103448275863,0.9570433975400325
95,11,7,0.9496644295302014,0.9948315467075038,0.9520605550883096,0.9988479218269835,0.780952380952381,0.9934687953555879,0.8367346938775511,0.9922385790310319
