,Config_7
0,0.7128865979381444
1,0.8250859106529209
2,0.845360824742268
3,0.8692439862542956
4,0.8759450171821306
5,0.8792096219931271
6,0.9012027491408935
7,0.906872852233677
8,0.9104810996563574
9,0.925085910652921
