,Config_21
0,0.5285223367697595
1,0.5285223367697595
2,0.5285223367697595
3,0.5367697594501718
4,0.6896907216494845
5,0.7575601374570446
6,0.7938144329896907
7,0.8130584192439863
8,0.8280068728522336
9,0.8376288659793815
