,Config_1
0,0.8128865979381443
1,0.8797250859106529
2,0.8946735395189004
3,0.9094501718213058
4,0.9142611683848797
5,0.9216494845360824
6,0.9367697594501718
7,0.938659793814433
8,0.9415807560137457
9,0.9479381443298969
