,Config_9
0,0.8762886597938144
1,0.9283505154639176
2,0.9525773195876288
3,0.9673539518900344
4,0.9757731958762886
5,0.9831615120274914
6,0.9860824742268042
7,0.988659793814433
8,0.9872852233676976
9,0.9946735395189004
