,Config_6
0,0.6719931271477664
1,0.8116838487972509
2,0.838659793814433
3,0.8496563573883161
4,0.8582474226804123
5,0.8661512027491409
6,0.8785223367697594
7,0.8835051546391752
8,0.8934707903780069
9,0.902233676975945
