,Config_8
0,0.8701030927835052
1,0.9305841924398626
2,0.9513745704467353
3,0.9673539518900344
4,0.9752577319587629
5,0.9845360824742269
6,0.983848797250859
7,0.9902061855670103
8,0.9939862542955327
9,0.9922680412371134
