,Config_12
0,0.6649484536082474
1,0.815807560137457
2,0.8503436426116838
3,0.8810996563573883
4,0.8905498281786941
5,0.9006872852233677
6,0.906872852233677
7,0.9190721649484536
8,0.9243986254295533
9,0.9278350515463918
