,Config_10
0,0.865979381443299
1,0.9242268041237114
2,0.9505154639175257
3,0.9671821305841924
4,0.9752577319587629
5,0.9804123711340206
6,0.9853951890034365
7,0.9862542955326461
8,0.9929553264604811
9,0.990893470790378
