,Config_13
0,0.681786941580756
1,0.8189003436426117
2,0.8402061855670103
3,0.8553264604810996
4,0.8646048109965636
5,0.8725085910652921
6,0.8764604810996564
7,0.8876288659793814
8,0.8859106529209622
9,0.8931271477663231
