,Config_18
0,0.7649484536082474
1,0.9149484536082474
2,0.9278350515463918
3,0.9415807560137457
4,0.9491408934707903
5,0.9601374570446736
6,0.9646048109965636
7,0.9690721649484536
8,0.9733676975945017
9,0.9768041237113402
