,Config_2
0,0.8051546391752578
1,0.8697594501718213
2,0.8871134020618556
3,0.9099656357388316
4,0.9128865979381443
5,0.9154639175257732
6,0.9230240549828179
7,0.9278350515463918
8,0.9367697594501718
9,0.9448453608247422
