,Config_23
0,0.4652920962199313
1,0.4747422680412371
2,0.5300687285223368
3,0.6491408934707904
4,0.7475945017182131
5,0.7448453608247423
6,0.6324742268041237
7,0.5853951890034365
8,0.5824742268041238
9,0.5701030927835051
