,Config_4
0,0.7874570446735395
1,0.8647766323024055
2,0.8919243986254296
3,0.9077319587628866
4,0.9178694158075601
5,0.9183848797250859
6,0.927319587628866
7,0.9365979381443299
8,0.9393470790378007
9,0.940893470790378
