,Config_17
0,0.8390034364261169
1,0.9134020618556701
2,0.9379725085910653
3,0.9496563573883161
4,0.9589347079037801
5,0.9687285223367698
6,0.972680412371134
7,0.9745704467353952
8,0.983848797250859
9,0.9828178694158075
