,Config_0
0,0.7969072164948454
1,0.8663230240549828
2,0.8802405498281787
3,0.900171821305842
4,0.9073883161512027
5,0.9144329896907216
6,0.9298969072164949
7,0.9305841924398626
8,0.9371134020618557
9,0.9379725085910653
