,Config_15
0,0.615979381443299
1,0.770446735395189
2,0.8192439862542955
3,0.8513745704467354
4,0.8663230240549828
5,0.8752577319587629
6,0.8948453608247423
7,0.8987972508591066
8,0.9018900343642612
9,0.9041237113402062
