,Config_11
0,0.8630584192439863
1,0.927319587628866
2,0.952061855670103
3,0.9644329896907217
4,0.9718213058419244
5,0.9850515463917526
6,0.984020618556701
7,0.9907216494845361
8,0.9907216494845361
9,0.9939862542955327
