,Config_19
0,0.8125429553264605
1,0.9089347079037801
2,0.9245704467353952
3,0.9352233676975945
4,0.9463917525773196
5,0.9512027491408934
6,0.9563573883161512
7,0.9644329896907217
8,0.9676975945017182
9,0.9728522336769759
