,Config_3
0,0.8111683848797251
1,0.8685567010309279
2,0.9006872852233677
3,0.909106529209622
4,0.9245704467353952
5,0.9266323024054983
6,0.9329896907216495
7,0.9469072164948453
8,0.9493127147766323
9,0.954639175257732
