,Config_14
0,0.6431271477663231
1,0.8073883161512028
2,0.84553264604811
3,0.8683848797250859
4,0.8785223367697594
5,0.8843642611683848
6,0.8903780068728522
7,0.9003436426116839
8,0.9003436426116839
9,0.9018900343642612
