,Config_5
0,0.7859106529209622
1,0.8591065292096219
2,0.8852233676975945
3,0.9032646048109966
4,0.909106529209622
5,0.9140893470790378
6,0.9243986254295533
7,0.9309278350515464
8,0.938659793814433
9,0.943127147766323
