,Config_16
0,0.8412371134020619
1,0.9178694158075601
2,0.929553264604811
3,0.9457044673539519
4,0.9548109965635739
5,0.9627147766323024
6,0.9654639175257732
7,0.9709621993127148
8,0.9743986254295532
9,0.9757731958762886
