,Stages_1-4
0,0.5371134020618556
1,0.6967353951890034
2,0.7675257731958763
3,0.8333333333333334
4,0.8646048109965636
5,0.8991408934707904
6,0.9298969072164949
7,0.9400343642611684
8,0.9402061855670103
9,0.9623711340206186
10,0.9733676975945017
11,0.968213058419244
12,0.9673539518900344
13,0.9699312714776632
14,0.9769759450171821
15,0.9812714776632302
16,0.9685567010309278
17,0.9762886597938144
18,0.9917525773195877
19,0.9685567010309278
