accuracy,loss,val_accuracy,val_loss
0.8673539757728577,0.2985011637210846,0.9136884808540344,0.22256827354431152
0.9465636014938354,0.1357782781124115,0.9305461645126343,0.17073923349380493
0.975944995880127,0.07660450786352158,0.940660834312439,0.1723586469888687
0.9833333492279053,0.05348464474081993,0.942009449005127,0.1603575199842453
0.9908934831619263,0.0363609716296196,0.9433580636978149,0.16246499121189117
0.9927834868431091,0.02612442523241043,0.9460552930831909,0.16778846085071564
0.9951890110969543,0.01794956438243389,0.9521240592002869,0.18602433800697327
0.9927834868431091,0.018077893182635307,0.9534726738929749,0.15796807408332825
0.9969072341918945,0.011817180551588535,0.9527983665466309,0.1591700166463852
0.9967353940010071,0.012685353867709637,0.9527983665466309,0.1912151575088501
0.9948453903198242,0.015348486602306366,0.9460552930831909,0.23040416836738586
0.996391773223877,0.01388973742723465,0.9501011371612549,0.1843746155500412
0.9979381561279297,0.008225735276937485,0.9561699032783508,0.20172622799873352
