accuracy,loss,val_accuracy,val_loss
0.831615149974823,0.5180070400238037,0.8752528429031372,0.4519895315170288
0.907903790473938,0.3675125539302826,0.9015508890151978,0.3836153447628021
0.926632285118103,0.3210444450378418,0.9109912514686584,0.3565085232257843
0.9414089322090149,0.28820642828941345,0.9278489351272583,0.3328893184661865
0.9491409063339233,0.2733926475048065,0.9244773983955383,0.3219641149044037
0.957560122013092,0.2538131773471832,0.934592068195343,0.30824995040893555
0.9678694009780884,0.23050221800804138,0.933917760848999,0.30446550250053406
0.9731958508491516,0.2166411131620407,0.937963604927063,0.3018637001514435
0.9747422933578491,0.21073824167251587,0.938637912273407,0.3025209307670593
0.9793814420700073,0.20074811577796936,0.9440323710441589,0.2879255712032318
0.9829896688461304,0.1905967891216278,0.9467296004295349,0.28632286190986633
0.9829896688461304,0.18952089548110962,0.942009449005127,0.29996219277381897
0.9864261150360107,0.18036296963691711,0.9453809857368469,0.2864331603050232
0.988487958908081,0.17483621835708618,0.9474039077758789,0.28076791763305664
0.9914089441299438,0.1724841147661209,0.9480782151222229,0.28699570894241333
0.9900343418121338,0.17032909393310547,0.9474039077758789,0.29209938645362854
0.9920962452888489,0.16665127873420715,0.9501011371612549,0.282920777797699
0.9929553270339966,0.16268296539783478,0.9467296004295349,0.29192671179771423
0.9919244050979614,0.1634659320116043,0.9474039077758789,0.30348527431488037
