accuracy,loss,val_accuracy,val_loss
0.22182130813598633,2.1791183948516846,0.249494269490242,2.1594038009643555
0.3530927896499634,1.9682135581970215,0.33917734026908875,2.033332109451294
0.4221649467945099,1.8569303750991821,0.3830074071884155,1.9587277173995972
0.4501718282699585,1.7829679250717163,0.42009440064430237,1.8964649438858032
0.4723367691040039,1.7170261144638062,0.44436952471733093,1.8416192531585693
0.4840206205844879,1.6657434701919556,0.4565070867538452,1.7942218780517578
0.49862542748451233,1.6245149374008179,0.47201618552207947,1.7519809007644653
0.5175257921218872,1.5724824666976929,0.48347944021224976,1.7158323526382446
0.5288659930229187,1.5336332321166992,0.49561700224876404,1.6795413494110107
0.5393470525741577,1.4961826801300049,0.5043830275535583,1.6496659517288208
0.5463917255401611,1.4643547534942627,0.5077545642852783,1.6206161975860596
0.5615120530128479,1.4281806945800781,0.5131490230560303,1.5955742597579956
0.5685567259788513,1.4006927013397217,0.5239379405975342,1.571172833442688
0.5786941647529602,1.3768548965454102,0.5327039957046509,1.545098900794983
0.5919243693351746,1.3522640466690063,0.5387727618217468,1.522779941558838
0.5902062058448792,1.3264176845550537,0.5434929132461548,1.5006022453308105
0.6075601577758789,1.296730875968933,0.5461901426315308,1.4791862964630127
0.6192439794540405,1.2752677202224731,0.5495616793632507,1.461203694343567
0.6259450316429138,1.2485160827636719,0.5549561977386475,1.4409725666046143
0.6307560205459595,1.2310693264007568,0.5596763491630554,1.422082781791687
